index,predict
481357,8.616318e-05
525623,0.001259879
540334,1.9744216e-06
195684,0.022948965
534725,0.0007651122
200278,2.6448088e-08
116547,0.0008287367
404455,0.00034833714
242833,0.023412911
396018,0.00031841334
96622,0.012012449
234079,2.937622e-07
469409,0.0200356
118449,0.0048274994
238468,0.012971815
423230,0.0007725007
408672,2.0847535e-13
440122,3.0736937e-05
426721,0.0099817
546894,6.8594965e-12
515643,0.015544158
138479,0.0011233601
526190,8.6075765e-12
329749,8.9055846e-10
526267,3.7833933e-12
286783,0.0008800572
414884,0.00024350366
57418,0.009380162
62041,0.0007697363
362722,0.0200356
574927,0.017018797
116391,0.0042354027
194130,0.022727918
515838,0.023913316
512381,0.0005727537
70481,6.2392864e-05
213190,0.026654752
321994,2.2595328e-09
539228,0.001557236
515417,1.933481e-09
201801,3.6651176e-07
96215,1.7775253e-11
72617,0.022727918
284778,0.029360218
166899,0.0079247495
162667,0.005599348
242773,0.008532172
353967,0.025906054
221609,0.007947391
369914,0.0008969893
349517,0.029360218
303840,0.02363328
3023,0.021446737
402925,0.02280004
424845,0.023913316
19627,0.01048078
373639,0.00051356625
527758,0.0010173522
84841,3.3316772e-07
369641,0.015472725
178942,0.017018797
358596,0.0011268198
92416,9.257813e-05
171758,7.510684e-08
205927,0.0027989075
216830,0.02280004
331733,0.023948193
532363,0.009125422
505478,0.01736474
18638,0.010568788
136168,0.0001172411
338226,0.0024738351
524188,0.02280004
485307,0.0024618967
371093,0.0042941817
448102,0.011002902
20542,0.01736474
528583,0.0011708586
540053,1.1333641e-06
410756,0.07473099
68789,0.00011631207
561454,0.008209562
286105,0.012907745
279730,0.002191787
430216,0.00013687533
439703,0.002718219
26957,0.0036527382
56503,7.985441e-06
519611,0.023913316
310127,0.020030187
124998,0.038273633
364076,9.725832e-07
386703,0.022727918
374888,0.004694991
365559,0.013268354
218617,0.0022758113
263098,8.971603e-07
217489,0.02280004
268617,2.1273266e-18
313143,0.0052391975
83059,0.007480457
419979,2.2932863e-05
515732,9.295835e-05
44562,0.010554461
349774,0.0046468102
309821,0.026654752
16981,0.026654752
159520,0.024223361
314574,0.0022285744
400032,0.03688338
258601,3.6061553e-07
309027,4.7608737e-06
205806,1.9186944e-05
52938,0.004257317
262277,5.0206506e-07
47656,9.409707e-05
349470,0.01447067
413102,0.029697265
386648,7.9672774e-10
124309,0.022727918
518982,0.00358785
453343,0.017776977
350990,6.593304e-07
422034,2.9558847e-10
275473,4.755805e-07
2546,0.022727918
429402,1.2817304e-07
473226,2.5419706e-07
334632,0.018400269
300019,0.0002840125
224023,0.004879021
321849,1.2020985e-11
248200,0.007847353
481178,0.02687542
455428,0.007040326
315912,0.005553676
421059,0.026654752
578578,2.792053e-06
215959,0.001118394
390227,0.0075630913
33086,1.572157e-10
266468,0.0073019033
265434,0.0017996707
88663,0.022727918
554981,0.029918328
457460,0.0035911752
216371,0.0013812877
82926,0.0009910213
511506,0.0065519284
526239,0.013823146
501797,0.00013493949
219015,0.00040628095
79322,0.0021733316
240737,0.026654752
470215,0.022727918
214662,0.00082177104
55824,0.004074373
43348,0.006225445
25016,0.026654752
112934,0.02280004
255232,0.2782781
239300,0.02280004
447401,0.0047394745
453126,0.019801155
354,0.0034974923
523238,0.0188857
457142,0.017367965
273358,1.8522858e-08
290496,0.024289045
319858,0.0004086833
386996,0.021885758
229910,0.022727918
2118,0.021316845
119054,0.0009257006
63083,0.017150521
273094,0.001611372
206595,0.0016868624
88208,0.00074659294
228097,0.017018797
323182,1.2603953e-09
237927,0.011375935
175883,0.0018641523
351746,0.017018797
346807,3.8915533e-07
46060,0.018400269
480126,6.3687054e-07
492493,0.0028811742
493495,0.002799353
11408,0.0012238772
524059,0.023913316
453977,0.026654752
533577,0.0006101278
166022,0.0002685507
315774,0.00026950642
200783,0.002023369
80115,0.00010230572
192820,0.008555972
275201,0.0018592081
449828,0.005952113
416344,0.00019717093
141797,0.022727918
528079,0.00045014324
288466,0.026654752
158898,0.004245756
203839,0.018400269
256364,0.022727918
408609,6.234546e-05
367170,0.0200356
196641,0.004316016
504148,0.003832773
30523,0.012075279
71366,9.2388706e-05
506813,0.02948712
520386,0.017100532
399715,0.029360218
399572,6.482546e-05
433549,0.023913316
447162,0.002024698
214226,0.023913316
55052,0.036408003
573774,0.0044334074
345381,0.0011607934
149181,7.880022e-12
130164,0.000117914926
291285,0.0036254127
574288,0.0017698193
92984,0.0011815735
377867,0.021694351
294874,0.02363328
477321,0.02280004
458828,0.00066028885
306337,0.0030771205
385930,0.002673169
388353,0.015115941
494102,0.0007378447
365032,0.0029594135
501665,1.2636776e-06
169473,8.587491e-15
17370,0.007677099
255093,0.009504136
72387,0.021758785
296958,0.022727918
476853,0.026654752
509948,1.6196416e-05
115099,0.024223361
213879,0.004240574
91427,1.3131564e-06
276619,0.023913316
476747,0.0029459372
481364,0.00742612
397068,0.038273633
101676,0.0030338087
467701,0.015503146
384385,0.022727918
445582,0.017018797
514984,0.012713129
359715,0.0140578775
263118,0.0010571325
31398,0.00037836586
157228,0.0010634833
533081,0.022727918
7960,0.004755945
532085,0.0001037214
119817,6.889806e-10
345440,0.023913316
370506,0.029697265
46738,2.7412967e-05
189314,0.022727918
233600,3.196473e-08
29881,8.719745e-08
345230,0.08029366
175023,6.873326e-12
69070,0.005394094
386185,0.0068814205
22930,0.03336989
541375,1.9699625e-08
333792,0.017018797
503855,0.017018797
461840,0.0008584685
341839,0.00028661653
157781,0.001222471
280646,0.01572222
350006,0.038273633
195074,0.009386203
464338,0.024223361
105015,0.00014364014
226818,0.02280004
418770,0.0015731705
518676,0.02280004
175671,0.0016221274
189234,0.018400269
484654,0.004139244
101905,0.016399235
144546,0.019917553
247579,0.023913316
318576,0.0073770215
429657,0.010200933
186978,3.212024e-10
28088,0.026654752
94049,0.003476286
471702,0.015610905
484112,0.0005135143
178128,0.0003650554
491192,0.00026066715
355717,0.009424201
134868,0.02363328
296810,0.048791356
383763,0.0023033484
110116,0.026654752
8348,0.026654752
175795,1.034861e-08
562785,1.0483896e-10
358376,0.008320077
101389,1.4657797e-07
234182,0.0021960272
245593,0.0007683563
87038,0.011139476
260242,0.0064972267
356091,0.016734377
108235,0.00013319298
202563,0.023380235
179864,4.323631e-16
6403,0.02458915
333485,0.0018417045
452852,0.010569401
565311,0.0014798075
150981,0.0042529064
1223,0.01139965
462393,0.00018608767
1766,0.02280004
57499,3.7586727e-08
425286,0.026654752
511159,0.02196875
224209,0.03336989
554622,0.0018499646
82718,0.004809641
284720,0.00029193563
75651,2.5341815e-06
529752,0.023913316
203210,0.0026786686
108153,0.0018784541
410329,0.0001797222
288473,4.829961e-08
523484,1.4509711e-10
474849,0.038273633
230310,0.0056260168
425220,0.006879439
481382,0.011305651
475922,0.022727918
538327,0.0002982549
32365,0.0041235024
178093,0.024289045
291203,0.022727918
27867,0.008476118
386537,8.481982e-06
150311,0.0020032744
236844,0.0045361747
414361,8.345108e-06
44118,0.022727918
105862,0.023913316
94986,0.008746236
290179,9.956051e-05
219610,7.193796e-11
514051,0.021428503
93162,0.00021116051
301483,0.00470017
156992,4.6577076e-10
529716,0.022948965
499370,0.022727918
467982,0.00043450002
369798,0.020659305
85237,8.964838e-05
38940,7.811384e-11
487977,1.819579e-07
56428,0.020181391
510639,0.0200356
82080,0.02280004
479770,0.007550238
228725,0.00019962709
530869,0.11345434
102624,0.024776204
459273,0.00015593939
336903,0.018400269
362650,0.022727918
221844,0.007635906
339064,1.0840227e-05
277811,4.2896772e-06
302293,0.02363328
130551,0.0013957355
487941,1.15171615e-10
543172,1.3732404e-07
474447,1.7299656e-07
479125,0.000861036
41732,0.03336989
169278,0.02280004
441876,0.0028324947
155029,0.0068921563
542717,0.0024900509
481793,0.034455817
238361,0.022727918
118527,1.723103e-07
232485,0.00048355793
77291,0.007551468
7981,1.3567916e-06
326879,0.018400269
548967,1.0521617e-06
447196,1.6303342e-05
54908,0.005761656
457968,0.0051966845
492960,0.0200356
287752,1.2884449e-05
491799,1.7575363e-12
203142,0.02280004
511789,3.6690512e-10
80571,0.002034724
26489,0.018400269
304023,0.03336989
338092,0.023913316
1239,2.8244072e-17
210837,0.00015025388
415362,0.017678913
169308,0.039146747
127711,0.03336989
547469,0.022727918
274508,0.019484345
327605,0.006563282
308821,5.21106e-07
339364,0.02363328
322132,1.27404834e-14
50631,0.017018797
452918,0.02363328
33134,0.022948965
159376,0.008390252
461424,6.9597186e-09
426183,0.0002657472
186669,0.02280004
326604,0.02363328
277076,0.0056483434
28047,0.029697265
117711,0.0025401467
444590,5.213136e-06
541012,0.03336989
272582,0.00020374882
302242,0.0044837208
483185,0.00991713
448639,0.0012178759
384400,0.02363328
425301,0.012648606
545445,0.026654752
312442,0.02280004
210657,0.00055236416
291729,9.12775e-06
54716,0.03196213
394088,0.018400269
103243,0.0008100944
32353,0.026654752
514246,2.0374737e-10
50201,0.010038815
23986,0.022727918
561593,0.011450464
242305,7.417435e-07
417617,2.595295e-09
180773,0.02280004
486723,0.02280004
454135,0.00050178333
276985,0.0021227296
133159,0.00070499495
436470,9.268254e-05
77627,0.012973171
477724,0.000121353005
576264,6.1038956e-12
190407,0.00034420547
517772,0.017018797
26640,0.012881451
148245,5.1787193e-08
221911,0.02280004
421663,0.003153371
241039,0.01736474
164454,0.00012467691
461088,0.029697265
379724,0.02363328
445059,0.0016535831
293967,6.414455e-09
285886,0.023913316
110348,0.007363818
22728,1.4493687e-15
430785,0.023913316
182457,0.0023409864
166658,0.022727918
561944,1.1066518e-08
175346,0.022727918
413419,0.00017089868
60665,0.009075825
258332,0.008897203
314224,0.00015964943
149779,3.18718e-10
295754,0.008868714
343810,0.0013589219
216570,0.0010715872
204933,4.3135882e-05
307957,0.01736474
369480,0.017848821
178911,0.017018797
530151,1.0479844e-05
262524,0.022727918
321361,0.026654752
417760,0.00024840934
242666,0.02363328
372326,0.005007765
551524,0.026654752
465680,0.0049775536
516618,0.022727918
30244,0.029360218
84111,0.0016923654
90482,0.00071130425
419102,0.0061880117
312841,0.026654752
99886,0.022727918
369768,0.0053914418
99786,0.004090569
264986,0.019416213
498202,0.007531567
358645,0.0010583341
467820,0.023913316
153424,0.019660173
135144,0.00012029421
546838,0.0027691333
165860,0.0013796306
206204,0.0013088076
410284,0.0004868212
29671,0.0007735379
228819,7.6018836e-07
444726,0.00932523
552049,0.02363328
248698,0.023913316
323251,0.026654752
266160,0.02363328
515456,0.009337188
91793,0.0066690347
525583,0.038273633
536435,7.9395995e-12
283895,0.023913316
536374,0.038273633
139424,4.001747e-07
17908,0.029360218
265888,0.0010021753
197779,4.0554927e-11
520547,0.007766398
277988,0.0014135455
262054,0.00043665332
405498,0.00017966738
280521,0.0010714235
348106,0.0019294977
444610,0.022727918
451800,0.022727918
228687,0.038273633
399000,0.00010176463
290103,3.2748524e-09
402874,3.5165104e-15
373305,0.02363328
63171,0.003241872
365456,3.0148e-05
577951,0.0037958906
175309,0.022727918
119199,0.012960891
231093,7.4117324e-13
385840,0.0011832104
526376,0.0029815487
216807,0.02242964
573109,0.011275596
225843,0.00015299779
415754,1.0303851e-06
123999,0.0043600444
466319,1.5461163e-05
428407,0.022727918
567484,0.022727918
542126,0.0045925374
351067,0.110895015
348180,0.00071890414
16226,0.00016902143
425850,0.040715426
286378,1.6901328e-11
103458,0.0025092403
252912,8.9766356e-05
7442,0.0006498381
186747,0.0011262294
410580,0.022173671
75910,0.00018222495
430257,0.029360218
431116,0.0004215992
6974,0.0002018777
527833,0.022727918
401595,0.029360218
508629,0.0052381833
137203,0.0022140066
507361,0.002004738
366098,0.00017539736
475379,0.022948965
500683,0.018400269
209013,0.000110579225
106797,0.01736474
2544,0.022727918
255918,0.022727918
266851,0.004113169
380217,0.0001578692
480568,0.0048647393
304513,6.2435015e-11
41679,1.5357165e-15
283571,3.34405e-10
286776,9.802348e-06
346428,1.6722604e-05
48742,0.01736474
551316,0.016622653
486806,0.022948965
314988,0.007286704
370916,0.0002753206
355502,0.026654752
275710,0.00031528086
240259,0.00025924674
319592,3.2231537e-08
22278,0.02280004
424575,0.00045251142
498485,0.023913316
183509,0.0030269267
507989,9.331956e-05
163707,0.029360218
184627,0.001665847
168505,0.00026227135
196939,0.013376233
421181,0.023913316
22575,1.1214065e-08
45747,0.029360218
500268,0.00026340075
345583,0.0036920388
150744,0.00421527
8583,2.8276544e-08
339893,0.012482802
511909,0.037790615
225871,0.00029607004
115190,3.3345215e-10
541028,0.0013164587
540541,0.024720548
88184,0.00023517014
565814,0.0038053836
204101,0.023913316
112635,0.026654752
140950,0.0024249281
374187,0.029697265
227325,0.00359201
30220,1.5649024e-05
150946,0.00680359
453143,0.021885758
289649,0.017018797
145098,0.023913316
145148,0.022727918
189778,0.022727918
121361,3.7057278e-05
154033,1.7726618e-09
514583,2.6951532e-06
453249,0.017018797
316032,0.0022063872
140960,0.0011625262
25242,0.02363328
287112,0.0009355682
549917,0.022727918
402635,0.038273633
100213,6.3318876e-06
308965,0.001245084
476437,0.029360218
169375,5.4294657e-07
530627,0.02363328
576064,8.3145323e-13
571049,0.008375303
493112,7.108635e-05
462052,0.014979493
402487,0.0039269584
5852,0.03336989
277112,0.0007071509
482812,0.024289045
250239,0.008570976
68187,2.6586729e-06
451608,1.9871898e-06
401967,0.018400269
185832,0.0048720827
444211,0.0053896904
35695,7.194645e-05
138623,0.006609276
27897,1.0421073e-05
302829,0.006612786
320947,0.0006733278
251818,0.039146747
499642,0.025580792
51108,3.6459685e-05
268936,3.5783933e-06
543945,0.0035286306
454671,5.4302556e-11
120696,0.0014790342
65771,0.020980326
30663,0.0032345427
451053,0.008031323
348462,0.02363328
545685,0.02280004
341234,0.007929985
127749,0.02363328
416937,0.0017781258
504410,0.00012612833
143532,0.017018797
371524,0.006080323
542182,0.02363328
167262,0.021655548
270107,2.9685495e-08
524822,0.010248554
429865,0.0018266331
146298,7.903404e-05
421706,0.002086846
76308,0.026654752
303217,0.0028824238
517577,0.00221807
557882,0.02280004
379274,4.5816423e-06
397680,0.023913316
29673,0.00063739537
551944,0.013119079
556216,0.02280004
178368,1.08377245e-08
475649,0.006334634
203194,0.038273633
331863,0.004197811
553919,0.0003156749
255023,0.008957186
46274,0.026654752
367162,0.026654752
216748,0.0002320751
86919,0.018400269
53936,0.038273633
470649,0.0031081499
454644,0.024289045
88196,0.02280004
210660,0.006612786
9889,0.00045576293
574180,2.4412134e-07
547362,0.009632174
149995,0.0018307233
553227,0.011272321
372269,0.0008721752
30606,8.08314e-12
377096,0.026654752
451692,0.0001979285
87228,0.0015800522
332633,0.01736474
345854,0.022727918
319297,0.010169111
116070,0.008250092
395312,0.00039813566
238964,3.2693308e-08
496462,5.2614283e-05
510028,3.470888e-05
180628,0.022727918
291940,0.02363328
197423,0.029360218
4291,0.014086985
434833,1.6612696e-18
477868,7.61461e-07
251877,0.013310649
235953,0.013837101
524139,0.0125644645
146978,7.855654e-05
324764,0.02363328
123831,0.022727918
382654,0.022727918
467242,8.355824e-05
397341,0.0014848263
282407,0.00043502633
2367,0.017018797
304099,0.0018763257
526882,8.201088e-08
13193,0.018400269
34273,3.1566276e-06
143734,9.909576e-10
347819,0.0014623558
438574,0.026654752
406765,0.0018593384
190901,1.2346152e-13
228873,0.008532745
167321,6.959814e-08
319803,0.0032596737
441831,0.02280004
96060,7.1739106e-07
191461,0.0200356
167389,0.0030909025
224177,5.3138765e-06
480124,0.022727918
557248,1.9284975e-05
75800,0.021885758
264860,0.0016512147
245278,0.001030699
350067,1.8348875e-07
267756,0.001317289
258207,0.00095717446
344062,0.022727918
412190,0.007073755
578007,3.8691255e-09
397232,0.029697265
535667,0.029360218
542638,0.0004989911
94457,0.005726363
527503,8.997928e-06
409577,0.026654752
491557,1.4845261e-08
138073,0.026654752
265997,0.00016870536
519793,0.023913316
216930,0.049102817
174729,0.00057599595
200482,0.005127907
458799,0.00060216786
466872,0.00052842044
178084,0.022948965
87710,0.024223361
250709,0.01736474
438573,2.3250519e-07
103187,0.00022426023
380510,0.0002239581
408883,0.02363328
64087,3.462729e-06
325465,0.01736474
97801,0.022566702
3407,0.02280004
5520,0.022982104
468391,0.0054118433
113222,0.0059939288
527907,0.017018797
277408,0.0056781643
559668,0.007846071
260603,0.026654752
430419,0.005653385
528435,0.00966923
69115,0.023913316
444871,0.0008241314
463001,9.876131e-05
58484,0.029360218
249931,0.02363328
344259,0.007652179
893,0.029360218
338010,0.0200356
307207,2.5663128e-12
488166,0.006739956
343816,2.225484e-05
518981,0.0014998164
41482,0.0020765173
575681,0.01736474
331508,0.000987265
69719,0.023913316
428948,0.021885758
1566,0.00744356
159215,0.0200356
169106,0.015756244
37493,0.0001907755
551462,0.011970271
455240,0.0024160328
340835,0.023913316
412552,9.868111e-05
500385,0.00036350588
140264,0.01629237
498095,0.006906896
381760,0.0018913724
5237,0.02379952
246333,5.9481703e-10
389207,0.0014626301
188019,0.0010946108
554442,0.0063619697
111148,0.0067339963
39108,8.407891e-05
497151,3.24971e-08
326431,0.0048230756
184995,0.002703344
88620,5.8858785e-07
318442,0.0007749892
39710,0.00050395075
101576,0.039146747
504432,0.02363328
90755,0.009414545
489747,1.0097997e-05
227951,0.00010123222
87189,8.1339203e-07
466145,0.0027810505
210715,4.9260875e-06
182812,0.0017794312
443826,0.02280004
350901,0.022727918
557123,0.023913316
303154,1.5746411e-06
550996,0.02363328
113636,0.0019856724
516265,0.024289045
561998,0.014222727
321802,0.0028441115
447683,0.0021257144
371337,0.009331041
554473,0.0036456096
503877,0.023913316
119931,0.02280004
236254,0.015423929
367464,0.003417305
527189,0.024223361
217160,1.699696e-05
207710,2.1822086e-09
280942,0.004703017
214615,0.00081939826
340688,0.022727918
529582,0.00011061624
495828,0.0011310363
19033,0.026654752
122481,0.005787675
196742,0.00072512013
218942,0.0074153407
560089,2.078204e-05
54353,0.026654752
554199,0.008298015
571262,2.1030745e-08
158218,0.003086819
263198,0.022727918
474294,0.007721134
186396,0.01608636
78322,0.005964002
60815,0.0054849107
147991,0.02167064
423991,3.20491e-05
185290,0.0030828493
469272,0.0058943257
531540,0.0009855462
535418,0.02363328
362011,0.00082148676
494786,0.022727918
469322,0.005968963
359471,5.4067306e-07
34486,0.0032176021
324317,0.023913316
570472,1.1201243e-07
575222,0.022727918
206712,0.007022075
427010,0.0057233963
269474,1.1844066e-05
400057,0.023913316
353153,2.4296637e-06
85292,0.039146747
301585,0.026654752
354871,0.0025263857
149673,0.0047421292
109621,0.000709358
145687,0.007034578
330065,5.6448954e-07
326868,6.353588e-12
575062,0.0005316774
266653,0.0022241443
122677,4.077818e-06
38507,0.0075767185
569992,0.0021044419
194778,0.026654752
46783,0.002728323
296185,0.00051375176
22600,0.023913316
3423,0.026654752
29351,0.017520767
479283,0.022727918
238352,0.024223361
215900,0.017654758
296219,0.005226107
45821,6.031989e-08
372180,0.0016979703
209967,0.009759833
325579,3.2656398e-09
211795,0.004439016
136667,0.00027286753
45513,0.013379876
405757,0.00044681362
12036,0.004490284
291473,0.0020690362
16611,4.1263317e-07
478472,0.02280004
301815,0.004571394
73972,2.5589065e-07
290927,0.00095513475
420310,0.02363328
413063,0.012985511
451194,9.0677706e-05
362012,0.03336989
300501,0.00014569743
164599,0.004823977
329325,0.00012483798
180260,0.004961539
2867,0.029697265
204879,0.0013879264
446138,0.00084160594
533456,1.4005782e-05
86973,0.00065313047
233357,7.735473e-05
399189,0.00027356826
210291,2.011466e-08
455701,0.0011875639
99810,2.7298398e-07
551743,0.015993861
97719,0.00052148587
117940,0.008156287
83724,0.017018797
492852,0.022727918
438969,0.0072388886
444601,5.410855e-06
203296,0.011825546
548397,3.0827668e-08
229650,0.0065463004
507492,0.022727918
357715,0.006924862
344370,1.32217475e-11
198427,0.039146747
467625,8.7828784e-07
48136,2.3117588e-08
339312,0.023913316
559028,0.00020254984
89665,0.010900651
345242,3.4256045e-05
288941,0.026654752
175145,0.04400883
395269,0.122943304
159818,0.0200356
228521,1.3740615e-05
548920,0.0056258594
120677,0.00087920314
3801,4.8797905e-05
549488,0.026654752
62796,0.0009119379
423179,0.018400269
300511,0.004600807
172879,0.011369071
286346,1.803366e-07
262999,0.007522967
206374,0.016028786
291836,4.0787123e-05
108228,0.02280004
191497,0.005140928
340568,0.022727918
198752,0.0021006125
194337,1.3731028e-07
172930,0.009550852
161975,2.0096718e-07
442438,1.48402775e-08
360622,0.02553329
205499,0.001862595
232140,2.2015547e-05
351115,0.00038640195
175823,0.022727918
166510,0.02280004
385906,0.0017965091
1115,0.03336989
548402,0.021885758
150171,0.0052285837
375803,2.0886523e-11
39933,0.010909076
232473,0.01736474
289239,4.0558592e-05
295310,2.7060426e-07
201795,0.0010781891
67981,0.02363328
328439,5.992724e-08
383314,0.024223361
173882,0.019794105
451272,0.023913316
142107,0.023913316
545198,0.021877259
192325,0.0016921099
41645,0.0098086875
45710,0.008147582
423861,0.026654752
492544,0.022727918
304636,0.0019176095
20737,0.007874769
128781,0.010041689
457090,0.003258007
555297,3.700584e-07
429766,3.8670067e-05
56187,4.3377156e-07
206261,0.014310558
29723,1.2679955e-05
413235,0.029360218
317007,0.0057273298
215191,0.006612786
573709,0.00581601
564584,7.5855846e-06
78772,0.0077726184
76786,0.003617916
483075,0.0031291666
19986,0.00789648
338974,0.0033144113
511961,0.02280004
302322,0.02363328
496165,0.00013583568
518264,0.009877953
126838,6.366019e-09
50830,0.0005153831
102632,0.00014697852
158854,2.9543455e-05
166404,0.0007901374
221950,0.0056089405
409780,0.008410948
307115,0.017018797
152768,0.0007464692
483878,0.02363328
101412,0.007431288
152779,0.010338607
293195,0.023913316
70241,0.026654752
275020,0.00023094426
446027,0.0004786624
127725,2.2882846e-08
238184,0.0024237589
83750,0.021885758
432285,0.023913316
471040,3.0018413e-05
328396,0.0069575193
253837,0.022727918
206926,0.004355346
32464,1.0431593e-05
357358,0.0120265195
142646,0.02029286
29044,1.1522205e-12
521844,1.3244893e-07
492838,1.4043244e-10
506343,0.005278033
92882,2.0310743e-11
361335,0.038273633
468548,0.008676264
571773,0.00039605438
450585,8.24486e-07
87153,1.1587356e-11
572938,0.029697265
79918,9.962808e-06
63866,1.641542e-05
237303,0.001786698
436916,0.011984834
479995,0.0007626176
265225,0.0010619836
189155,0.0014684623
138053,0.0020299864
575391,0.009355006
33092,0.0099677
369439,0.00015595039
211611,0.0019283731
564518,0.022727918
412163,1.1432645e-06
483695,0.0028510739
112679,0.003765192
106177,0.0015922582
13676,0.006810724
396026,1.058423e-05
378994,2.0213642e-05
64390,0.0025252383
67112,0.0008718403
219475,0.012426128
190461,0.023913316
154572,0.006440796
154619,0.02280004
536104,0.0052425833
96075,0.004037752
257323,0.015992811
215200,0.00010075444
210984,0.00045661267
99199,0.008864256
84307,0.0051989825
109931,0.005532601
522841,0.015430738
543724,0.001963609
54631,0.001357817
569720,0.023913316
574449,0.023913316
556208,3.5442525e-08
116550,0.016978305
23856,2.3790356e-08
266967,1.5714257e-05
284688,0.029360218
404734,2.3363748e-11
297117,0.03336989
339622,0.008246005
36516,0.0032395278
302272,0.03336989
571230,0.022727918
471751,0.000240099
306027,0.026654752
537162,0.0055226902
47979,0.0061663706
241710,0.0200356
389432,3.7524815e-13
463333,4.1310674e-10
449102,0.022727918
283414,2.3252465e-08
501564,0.0060532317
238437,0.00039428065
233312,3.0664754e-08
424037,0.00047553622
278231,0.022727918
132696,1.0669945e-08
19015,0.021283213
549437,0.004186703
538535,0.0056078983
402648,6.63577e-08
200798,0.044712715
565339,6.438461e-06
476713,0.0025105402
502551,0.00087801437
223374,0.02280004
520291,0.004257658
144042,0.0024242762
166724,0.001306409
326606,1.5889062e-05
183911,0.007965924
8778,0.00048389775
103394,0.02226284
485489,0.024289045
22124,0.02280004
509528,9.473649e-05
337275,0.018400269
391261,7.758646e-06
267705,0.00017361827
559917,0.00047279947
181055,0.006326055
357498,0.0020029948
295140,0.01141148
38626,0.022727918
379941,0.026654752
200801,0.007501878
229262,1.9886363e-10
146095,0.00073984184
325405,1.1348174e-09
286698,0.0019953195
123658,0.00041286024
448068,0.002138891
415455,0.0067547974
41770,0.026654752
62533,0.026654752
532784,3.9822998e-10
430698,0.008899458
576643,0.02280004
53544,0.018460998
448301,0.024223361
79975,4.0140662e-07
326653,2.285845e-05
265852,0.029360218
27830,0.015191147
396282,1.3227667e-05
417175,0.009691588
257374,0.026654752
47923,0.0026178244
33056,0.001451643
61886,0.005006812
194292,0.02363328
