index,predict
351067,0.034032132
348180,0.00020049616
16226,0.0021787155
425850,0.05673205
286378,1.5778684e-07
103458,0.0024642516
252912,0.00018431668
7442,0.0008500706
186747,0.00022578311
410580,0.022567092
75910,0.00069960183
430257,0.028201299
431116,0.0008218067
6974,8.915605e-05
527833,0.023196837
401595,0.028201299
508629,0.0051757386
137203,0.0013811839
507361,0.0018178046
366098,0.00029920702
475379,0.020939358
500683,0.023235014
209013,0.017854339
106797,0.021081436
2544,0.023196837
255918,0.023196837
266851,0.0027422053
380217,0.0036029508
480568,0.004358451
304513,6.484463e-05
41679,0.0002108551
283571,1.475018e-06
286776,0.00024725878
346428,0.00033736843
48742,0.021081436
551316,0.01114031
486806,0.020939358
314988,0.0048647113
370916,0.001255295
355502,0.026044173
275710,0.0010982582
240259,0.00042877643
319592,2.8106842e-05
22278,0.022872953
424575,0.00030409388
498485,0.024146717
183509,0.0020361189
507989,8.544927e-05
163707,0.028201299
184627,0.0005678006
168505,1.481118e-05
196939,0.010383315
421181,0.024146717
22575,3.8755268e-05
45747,0.028201299
500268,8.036173e-05
345583,0.004512354
150744,0.0025222567
8583,0.0010888831
339893,0.0048557627
511909,0.022178583
225871,0.00013138863
115190,0.011352361
541028,0.0010089916
540541,0.024247179
88184,0.0021058235
565814,0.0027430023
204101,0.024146717
112635,0.026044173
140950,0.00036069335
374187,0.027280854
227325,0.023351096
30220,0.023242772
150946,0.0057673864
453143,0.025169926
289649,0.02209451
145098,0.024146717
145148,0.023196837
189778,0.023196837
121361,0.0003482462
154033,0.00010159099
514583,0.00011619845
453249,0.02209451
316032,0.0016795659
140960,0.0011872676
25242,0.022687638
287112,0.0016757245
549917,0.023196837
402635,0.032331105
100213,5.5981574e-05
308965,0.0020393322
476437,0.028201299
169375,6.4919635e-07
530627,0.022687638
576064,0.00050849636
571049,0.007475453
493112,0.00020288848
462052,0.011581106
402487,0.0024905447
5852,0.030531488
277112,0.0013801483
482812,0.02093927
250239,0.009812499
68187,0.00022105461
451608,1.1470386e-05
401967,0.023235014
185832,0.006372027
444211,0.0035517192
35695,7.675367e-05
138623,0.002762891
27897,0.008669951
302829,0.034712397
320947,0.0026237709
251818,0.029563438
499642,0.010116783
51108,0.00012241038
268936,5.9981605e-05
543945,0.0023147427
454671,0.00037878775
120696,0.0022924242
65771,0.009804349
30663,0.003949372
451053,0.010679441
348462,0.022687638
545685,0.022872953
341234,0.004185542
127749,0.022687638
416937,0.0019196467
504410,6.720789e-05
143532,0.02209451
371524,0.0078039286
542182,0.022687638
167262,0.016624285
270107,0.00037459348
524822,0.008194926
429865,0.002251344
146298,0.0001971995
421706,0.0032937978
76308,0.026044173
303217,0.0032878986
517577,0.0031020301
557882,0.022872953
379274,0.00013624404
397680,0.024146717
29673,0.005327885
551944,0.01106775
556216,0.022872953
178368,0.012279931
475649,0.0036921513
203194,0.032331105
331863,0.0019855488
553919,0.0010576829
255023,0.0028075995
46274,0.026044173
367162,0.026044173
216748,0.037566945
86919,0.023235014
53936,0.032331105
470649,0.0030780348
454644,0.02093927
88196,0.022872953
210660,0.034712397
9889,0.0011767807
574180,4.6108526e-05
547362,0.009688153
149995,0.0023089533
553227,0.006133431
372269,0.0010845105
30606,0.034000363
377096,0.026044173
451692,0.00054136413
87228,0.0011753086
332633,0.021081436
345854,0.023196837
319297,0.012228178
116070,0.013282997
395312,0.0022191193
238964,2.8944709e-05
496462,4.3175438e-05
510028,0.0003445675
180628,0.023196837
291940,0.022687638
197423,0.028201299
4291,0.02106386
434833,1.3208843e-07
477868,0.0007871659
251877,0.020695383
235953,0.011715988
524139,0.0068549677
146978,0.00086817535
324764,0.022687638
123831,0.023196837
382654,0.023196837
467242,0.0007309535
397341,0.0019039895
282407,0.0026460285
2367,0.02209451
304099,0.0031004057
526882,0.00039980724
13193,0.023235014
34273,1.1651882e-05
143734,5.4161933e-06
347819,0.0015363744
438574,0.026044173
406765,0.0017246946
190901,0.00053526624
228873,0.0076696738
167321,4.1860694e-05
319803,0.01659931
441831,0.022872953
96060,7.688861e-05
191461,0.020941231
167389,0.0032971308
224177,0.001336126
480124,0.023196837
557248,0.0003354512
75800,0.025169926
264860,0.0020884771
245278,0.00072373723
350067,9.429144e-05
267756,0.0023039237
258207,0.001078149
344062,0.023196837
412190,0.0050184927
578007,9.9270794e-05
397232,0.027280854
535667,0.028201299
542638,0.0023199401
94457,0.032226354
527503,0.002142518
409577,0.026044173
491557,0.0023458246
138073,0.026044173
265997,0.00039142597
519793,0.024146717
216930,0.052858103
174729,0.0009793964
200482,0.0065441234
458799,0.0019270254
466872,0.012446019
178084,0.020939358
87710,0.022538679
250709,0.021081436
438573,3.4163975e-05
103187,1.24627095e-05
380510,0.0010706389
408883,0.022687638
64087,0.0011999724
325465,0.021081436
97801,0.01740901
3407,0.022872953
5520,0.02212323
468391,0.0065847663
113222,0.0048872028
527907,0.02209451
277408,0.005345537
559668,0.0074419035
260603,0.026044173
430419,0.0030565565
528435,0.0032338446
69115,0.024146717
444871,0.002545012
463001,0.0030992697
58484,0.028201299
249931,0.022687638
344259,0.0055363905
893,0.028201299
338010,0.020941231
307207,0.0011891861
488166,0.0006861299
343816,0.00015461691
518981,0.0021185926
41482,0.0017802226
575681,0.021081436
331508,0.002001051
69719,0.024146717
428948,0.025169926
1566,0.005650127
159215,0.020941231
169106,4.091463e-05
37493,0.00047892347
551462,0.009238859
455240,0.0025447116
340835,0.024146717
412552,0.00050883315
500385,0.0020789544
140264,0.010767741
498095,0.0069149826
381760,0.03694327
5237,0.021464098
246333,0.0026533448
389207,0.0023054904
188019,0.0009607872
554442,0.0031781164
111148,0.005574868
39108,0.0006700685
497151,6.583289e-07
326431,0.0055325613
184995,0.0038518854
88620,7.639557e-09
318442,0.002541638
39710,0.0012233771
101576,0.029563438
504432,0.022687638
90755,0.007896152
489747,7.784527e-05
227951,0.00056085055
87189,0.0001408436
466145,0.0012787885
210715,0.00022536413
182812,0.0025235144
443826,0.022872953
350901,0.023196837
557123,0.024146717
303154,0.00036577618
550996,0.022687638
113636,0.0034244512
516265,0.02093927
561998,0.026200801
321802,0.0021877661
447683,0.0009903522
371337,0.009588001
554473,0.008378386
503877,0.024146717
119931,0.022872953
236254,0.011141155
367464,0.004013847
527189,0.022538679
217160,0.00020135177
207710,0.00031566585
280942,0.0023666283
214615,0.0025474047
340688,0.023196837
529582,0.00016306463
495828,0.0007814321
19033,0.026044173
122481,0.003016109
196742,0.00074726174
218942,0.00494757
560089,0.0012942521
54353,0.026044173
554199,0.0031017354
571262,0.00015156218
158218,0.0024483048
263198,0.023196837
474294,0.009492153
186396,0.011168421
78322,0.019077059
60815,0.006162117
147991,0.01579848
423991,0.00043246223
185290,0.0019653293
469272,0.0040708296
531540,0.0009783679
535418,0.022687638
362011,0.0018401894
494786,0.023196837
469322,0.0043080556
359471,0.0011520699
34486,0.0062291897
324317,0.024146717
570472,3.5317866e-05
575222,0.023196837
206712,0.0063464767
427010,0.0075806193
269474,0.0037854142
400057,0.024146717
353153,0.000687589
85292,0.029563438
301585,0.026044173
354871,0.0023668578
149673,0.0053075138
109621,0.0026546093
145687,0.00864064
330065,0.0014817929
326868,1.9874225e-05
575062,0.0018300288
266653,0.022226397
122677,0.00021951634
38507,0.0047744066
569992,0.0028694472
194778,0.026044173
46783,0.0051006866
296185,0.0012204418
22600,0.024146717
3423,0.026044173
29351,0.021764873
479283,0.023196837
238352,0.022538679
215900,0.012895916
296219,0.006690718
45821,9.438919e-06
372180,0.0023953347
209967,0.008714102
325579,0.000117731346
211795,0.0029985341
136667,0.0016760334
45513,0.00605648
405757,0.004633847
12036,0.0038277074
291473,0.0029346938
16611,6.8831105e-05
478472,0.022872953
301815,0.002929338
73972,2.2960481e-05
290927,0.0024172752
420310,0.022687638
413063,0.014128922
451194,0.0004175828
362012,0.030531488
300501,0.00082938216
164599,0.00945068
329325,0.0024876085
180260,0.0034019253
2867,0.027280854
204879,0.0023206847
446138,0.0021619298
533456,0.00024943153
86973,0.0024134654
233357,0.00036570398
399189,0.0012287638
210291,0.00034678416
455701,0.018524472
99810,0.0007454967
551743,0.014012775
97719,0.0012139844
117940,0.0046082684
83724,0.02209451
492852,0.023196837
438969,0.021392005
444601,0.00068805245
203296,0.008195907
548397,2.748406e-05
229650,0.0051156753
507492,0.023196837
357715,0.005753685
344370,0.0010057032
198427,0.029563438
467625,2.169078e-05
48136,7.34561e-05
339312,0.024146717
559028,0.002827021
89665,0.0009091331
345242,0.00046928594
288941,0.026044173
175145,0.0065124985
395269,0.019458683
159818,0.020941231
228521,0.00036341907
548920,0.0041095763
120677,0.0026918962
3801,0.0020829956
549488,0.026044173
62796,0.0010170897
423179,0.023235014
300511,0.0060515744
172879,0.013833355
286346,0.00035289535
262999,0.005924646
206374,0.0077358936
291836,3.1133695e-06
108228,0.022872953
191497,0.003981417
340568,0.023196837
198752,0.0018428882
194337,0.0008428367
172930,0.011568417
161975,6.011113e-05
442438,1.3662919e-05
360622,0.020273007
205499,0.0023584533
232140,0.009706029
351115,0.0016274437
175823,0.023196837
166510,0.022872953
385906,0.002371596
1115,0.030531488
548402,0.025169926
150171,0.004040671
375803,0.0003188052
39933,0.0063455114
232473,0.021081436
289239,0.0225018
295310,0.00081013533
201795,0.0019941241
67981,0.022687638
328439,0.005086468
383314,0.022538679
173882,0.011749185
451272,0.024146717
142107,0.024146717
545198,0.017591465
192325,0.0014977014
41645,0.00892277
45710,0.0033467792
423861,0.026044173
492544,0.023196837
304636,0.0023377659
20737,0.0055891564
128781,0.007512245
457090,0.0038440737
555297,0.0011242294
429766,1.0541821e-05
56187,0.025013749
206261,0.010425508
29723,0.0002875759
413235,0.028201299
317007,0.0073060007
215191,0.034712397
573709,0.01097644
564584,0.0003090011
78772,0.004225835
76786,0.0029290053
483075,0.0018147108
19986,0.0071767867
338974,0.0023615519
511961,0.022872953
302322,0.022687638
496165,0.0012697515
518264,0.021544332
126838,0.00052839506
50830,0.00066299184
102632,0.0004333319
158854,4.350758e-05
166404,0.002341913
221950,0.0042645517
409780,0.007998687
307115,0.02209451
152768,0.0056905453
483878,0.022687638
101412,0.007931797
152779,0.0008231424
293195,0.024146717
70241,0.026044173
275020,0.0016538956
446027,0.0011474611
127725,9.082172e-07
238184,0.0032570623
83750,0.025169926
432285,0.024146717
471040,1.1840776e-08
328396,0.005637261
253837,0.023196837
206926,0.0030242733
32464,2.1534135e-05
357358,0.028612109
142646,0.011527683
29044,0.0017442743
521844,4.9105252e-05
492838,0.00036275465
506343,0.0026234689
92882,0.0005957017
361335,0.032331105
468548,0.011075806
571773,0.0015183492
450585,2.601552e-05
87153,2.428157e-05
572938,0.027280854
79918,0.012295458
63866,0.00031388924
237303,0.0032607645
436916,0.012730677
479995,0.0010430436
265225,0.00226421
189155,0.0040395046
138053,0.002332609
575391,0.021105468
33092,0.007729783
369439,0.00024460687
211611,0.0024482047
564518,0.023196837
412163,5.9218764e-05
483695,0.0015080636
112679,0.0021110948
106177,0.0020708544
13676,0.0047293026
396026,0.00015441696
378994,1.9646024e-05
64390,0.002386796
67112,0.0010804135
219475,0.009058113
190461,0.024146717
154572,0.007105923
154619,0.022872953
536104,0.020409906
96075,0.0022161123
257323,0.01961877
215200,0.0005547038
210984,0.0023095377
99199,0.018473145
84307,0.0008176211
109931,0.0065370873
522841,0.012330791
543724,0.0018956683
54631,0.0041154353
569720,0.024146717
574449,0.024146717
556208,0.0006679208
116550,0.012774741
23856,1.4516125e-05
266967,0.00032275516
284688,0.028201299
404734,2.5456788e-05
297117,0.030531488
339622,0.021669157
36516,0.0037563879
302272,0.030531488
571230,0.023196837
471751,0.022123985
306027,0.026044173
537162,0.004646305
47979,0.003729133
241710,0.020941231
389432,0.0108942
463333,0.00059705734
449102,0.023196837
283414,0.0032313247
501564,0.0026206665
238437,0.0008429712
233312,6.975089e-06
424037,0.0012941634
278231,0.023196837
132696,0.00013717258
19015,0.014850634
549437,0.0034741273
538535,0.0036819968
402648,0.00012018048
200798,0.024197655
565339,0.002584244
476713,0.002013951
502551,0.0011248543
223374,0.022872953
520291,0.002564237
144042,0.0032110738
166724,0.0016652119
326606,0.00020410464
183911,0.003306386
8778,0.0018636822
103394,0.003933456
485489,0.02093927
22124,0.022872953
509528,0.013678539
337275,0.023235014
391261,4.912558e-05
267705,0.0009349083
559917,0.0008495266
181055,0.0035769835
357498,0.0030947942
295140,0.00835346
38626,0.023196837
379941,0.026044173
200801,0.017031886
229262,3.7753603e-06
146095,0.0022779882
325405,4.7827514e-05
286698,0.0003338916
123658,0.0031926394
448068,0.0022731265
415455,0.0017706376
41770,0.026044173
62533,0.026044173
532784,2.5198426e-06
430698,0.008256454
576643,0.022872953
53544,0.008550627
448301,0.022538679
79975,0.00021868448
326653,0.0024415767
265852,0.028201299
27830,0.012996577
396282,0.0010629487
417175,0.008388148
257374,0.026044173
47923,0.0027063165
33056,0.0013683295
61886,0.0026402636
194292,0.022687638
192224,0.00043624997
109970,0.00040979715
146490,0.0037249422
425662,0.028549436
458441,0.025609892
268392,0.010662888
299999,0.023196837
493530,0.022872953
502513,0.002554109
16822,5.6694276e-05
295567,0.004876431
442567,0.022872953
402320,0.00042114168
560395,0.0024038134
509574,0.0006236326
389635,0.0017153429
59405,0.0033195615
198930,0.023302823
132128,0.0007907607
546297,0.026044173
42904,0.0021680489
51449,0.021081436
169005,0.0137920175
389281,0.023196837
338071,0.005199834
429270,0.002248901
214248,0.022687638
260042,0.0014045219
412927,0.023196837
244328,0.0019549432
415331,0.030531488
